                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9046,                 2.9607,                 2.2956,                0.00313,                0.94048,                0.10659,                0.02466,                  2.074,                 4.1044,                 3.0441,                 0.0001,                 0.0001,                 0.0001
